,predict
84,0.8599793741276772
85,0.5921911268359582
86,-0.3459544113053124
87,-0.2818754046898829
88,-0.2794997293745763
89,0.981822798438232
90,-0.3010841210312646
91,-0.2643483337893412
92,-0.1494920087485224
93,-0.2340815321573171
94,-0.2301043947723809
95,-0.2380959415373507
96,-0.1762871317247044
97,-0.2059388035182491
98,-0.0384319308091943
99,-0.2863729090109627
100,-0.3455646570624521
101,-0.3113657735308078
102,-0.2216421558101427
103,-0.2216635065984445
104,-0.2676660087477939
105,1.1226806736330293
106,1.6521849444879155
107,2.860808579786779
108,1.9913133436829489
109,0.8634131593879902
110,0.2305307256819179
111,-0.2981181468827271
112,-0.1967421786108315
113,-0.1999082294292674
114,-0.1822003328385034
115,-0.2324453278930303
116,-0.2025061327936708
117,-0.3430221402946626
118,-0.2459097954493626
119,-0.2278080022084322
120,-0.3408172575642237
121,-0.1851808753277436
122,-0.2057550352097604
123,-0.2573435253858332
124,-0.2937535492643218
125,-0.3398810835484182
126,-0.2867028120514004
127,-0.1450129144464807
128,-0.1954980309534147
129,-0.1932193494927486
130,-0.2855235157463466
131,-0.0543892782712572
132,-0.3067848505694127
133,1.172156071663638
134,-0.316674290241819
135,-0.3101499152422474
136,-0.2743352290877664
137,0.0679744767980156
138,0.0653893546799809
139,0.0660674105269282
140,-0.3269832629799493
141,-0.3235721352453692
142,-0.015054564981794
143,-0.2167720648108951
144,-0.3177368112834228
145,-0.2781461689724819
146,-0.2996972483366261
147,-0.0710679298204849
148,0.0936093600552413
149,1.1959763933863616
150,0.3392401491532001
151,-0.3337930542462272
152,1.158875697252741
153,-0.2967722755207359
154,-0.2872761981512594
155,-0.2872761981512594
156,-0.1194757272884016
157,-0.2278689147629774
158,-0.0566314660451024
159,-0.2635067691558942
160,-0.1737219534103059
161,-0.1763595133075722
162,-0.0801784476630854
163,-0.2305815699160956
164,-0.2913739488600112
165,-0.1539981585379718
166,-0.2798854889902867
167,-0.3047857527040759
168,-0.294585453694337
169,-0.1874530824703396
170,-0.3006756725286249
171,-0.2838837708573846
172,-0.280514259301155
173,-0.3336476988539215
174,-0.302827800439074
175,-0.1050261847691143
176,-0.3128661125379876
177,-0.2101466627942426
178,0.1181614998035075
179,-0.3061081328711151
180,-0.3076026451059005
181,-0.3237505047914891
182,-0.3585455008329444
183,-0.2995726781924458
184,-0.3314505297244904
185,-0.3390356141795491
186,-0.3105321184362691
187,-0.1178291198726509
188,-0.1020225506968853
189,-0.3103718667176435
190,-0.2710076375211355
191,-0.2710076375211355
192,-0.096638868479742
193,-0.2147554532735665
194,-0.2871286469295154
195,0.4016466568226934
196,7.48752840155245e-05
197,0.0827529868978746
198,1.101312272453841
199,0.0036502171314242
200,-0.3440118800959607
201,-0.3452112901892105
202,-0.1220840099363994
203,-0.2918465797898461
204,1.9902673325617872
205,-0.2691514296580789
206,-0.2635511440308545
207,-0.2638953588708245
208,-0.3107232494918134
209,1.6084002771662274
210,0.5572718933466677
211,0.1214967940235584
212,0.1652194187348942
213,0.150594054635265
214,-0.2233001818190968
215,0.0071268678124471
216,-0.2975275362474275
217,-0.2859524572218942
218,-0.3395113763041008
219,-0.2458536910768015
220,-0.2778298880080837
221,-0.2111238831062945
222,-0.1527601162511854
223,-0.1835841532871126
224,-0.08267880969842
225,-0.31947139582425
226,-0.3149378411277138
227,-0.3106199667041364
228,-0.2951137481410041
229,-0.2693822163588192
230,-0.3007319232261506
231,-0.3167109768788504
232,0.5127252641272281
233,0.4694108500847579
234,0.8365455388542687
235,0.4457043160313406
236,-0.2750711158083431
237,-0.2804962523738067
238,2.282129116953828
239,5.037034044217679
240,1.413863716194017
241,-0.3037991512506705
242,1.7739640561325434
243,-0.2227651572053145
244,-0.3250343381338024
245,-0.3269150807414843
246,-0.3556087349794251
247,-0.3009861232208931
248,-0.3191300009280821
249,-0.2764546466974861
250,-0.32335343075337
251,-0.2714809238519519
252,0.3896591620645341
253,-0.3327855898974957
254,-0.3449453233266394
255,-0.2397586506181977
256,-0.302890210762227
257,-0.3004155436015862
258,0.2285432068860319
259,-0.1552606764858791
260,-0.2093205196329944
261,-0.3025983872690557
262,-0.1997323775763942
263,-0.1973524160171945
264,-0.1686654061892039
265,-0.2056931803423066
266,-0.3121008915173587
267,0.2244821553580624
268,-0.2652927993136399
269,-0.2824536858066421
270,0.1954901025873442
271,0.140798935311439
272,0.140798935311439
273,0.3127420876602701
274,0.140798935311439
275,0.136595526238496
276,-0.2904380911646439
277,-0.3180648747516824
278,-0.2497300418095545
279,0.3688756121536317
280,-0.1863698400689753
281,-0.2858453552858845
282,-0.3357614360671431
283,-0.319445073796116
284,-0.2295980120639723
285,-0.3051834892999904
286,-0.2327671785538695
287,-0.2027670732209952
288,-0.2369253758375561
289,-0.0554351136457552
290,-0.3206034270939125
291,-0.2882479420682938
292,-0.3179200812997732
293,-0.305881880810004
294,-0.1797435377867185
295,-0.2567314566614113
296,-0.1797435377867185
297,-0.1757135160115393
298,-0.1651310883536024
299,-0.281457022296392
300,-0.2648491637806655
301,-0.3439711179058503
302,-0.2747596068935235
303,-0.3230626782556937
304,0.0401967123451941
305,-0.2737242052704386
306,-0.2770390946230617
307,-0.1700755852912988
308,-0.1973524160171945
309,-0.2251784221340057
310,-0.2598468076072021
311,-0.3095422006577718
312,-0.1973524160171945
313,-0.2208926615026865
314,-0.0543627032880903
315,-0.300563646377297
316,-0.2679402491963555
317,0.2818140427183681
318,-0.0275526567753257
319,0.3515303926655252
320,0.2307751096390421
321,-0.2687163353553768
322,-0.2211204398778062
323,-0.312048174801559
324,-0.3019254506167198
325,-0.3024005607863654
326,-0.3347614573036407
327,-0.1877302155413343
328,-0.1675274111445031
329,-0.0778612588988761
330,-0.139180154714806
331,9.45986010786956
332,-0.3367803327278961
333,-0.2714572463779331
334,-0.3118931738768805
335,-0.2558455223148411
336,-0.3225581048587554
337,-0.2636028384964374
338,-0.2676382493133059
339,-0.2549366786657555
340,-0.3003894190674981
341,-0.3159082960724771
342,-0.1759904761207434
343,0.1174038278662993
344,-0.2899204854626004
345,-0.2399679938249318
346,-0.2367589912469992
347,-0.2988392453340492
348,-0.306932520682123
349,-0.2928792144308244
350,-0.2249002568210852
351,-0.2144107360587367
352,-0.10566965162033
353,-0.221504342844666
354,-0.2761617852307535
355,-0.2074766979136183
356,-0.2928792144308244
357,-0.1250816647430764
358,-0.2844180360521858
359,-0.2844180360521858
360,-0.2329983306213688
361,-0.3072466445888421
362,-0.2295522545069542
363,-0.2824698440095671
364,-0.1404650459686235
365,-0.1790902922317326
366,-0.2265372765874343
367,-0.212815587225661
368,-0.0859538755399552
369,-0.2680644117759511
370,-0.0890576043026084
371,-0.3089852729013654
372,0.823198885893733
373,0.823198885893733
374,-0.2722293383145296
375,-0.3073554039789014
376,-0.3073554039789014
377,-0.2134734286060774
378,-0.2134734286060774
379,-0.2134734286060774
380,-0.2366321035620711
381,-0.3001491892415214
382,-0.3037541892559529
383,-0.2217939715070241
384,-0.171121170952203
385,-0.3069678555571881
386,-0.3204226483508973
387,-0.306446079463596
388,-0.3441657299523212
389,-0.2739545284481136
390,-0.2343013140967667
391,-0.2485613762970314
392,-0.2294856054364498
393,-0.3151296484107587
394,-0.2283147142030356
395,-0.2283147142030356
396,-0.224114029979857
397,-0.0185030764574475
398,-0.330754197408707
399,-0.3385149420233501
400,-0.3059181420418025
401,-0.2743546240295399
402,0.3196775718865029
403,-0.3743930450105762
404,0.1459571310023494
405,0.0963741668605581
406,-0.1049463988061615
407,-0.1282522802035527
408,-0.1753887656710429
409,-0.2759977012561575
410,0.0564127117171738
411,0.1589021874173414
412,-0.0213029426164138
413,4.554728544347116
414,4.308556200929987
415,4.95773942583847
416,-0.3129830185904138
417,-0.3187566838829224
418,-0.2746263548566202
419,-0.3147569272974505
420,-0.3147569272974505
421,-0.2550280075853078
422,-0.2326265815177902
423,0.3316001804945773
424,-0.0603865481485553
425,-0.1272867603425692
426,-0.2607672616528288
427,-0.2936082947222457
428,-0.2376512922442924
429,-0.2506058521126687
430,-0.10673022092905
431,-0.3056421785391575
432,-0.2198552635696541
433,-0.2286787905928503
434,-0.3037956940484873
435,-0.3345027082492305
436,-0.3662598872511734
437,-0.3697558673107705
438,-0.3481566864689666
439,-0.2655948157394886
440,-0.1904186179914103
441,-0.3205657504591653
442,-0.3169250607612338
443,-0.3082249711138428
444,-0.3219996535213721
445,0.0605639719682659
446,0.222233885338399
447,-0.054532281818494
448,0.181084919858593
449,0.1218662807445144
450,-0.1557085058107913
451,-0.3303881421912519
452,-0.2666024092837614
453,-0.318049966301798
454,0.5444928359478655
455,-0.1281957565757619
456,-0.3081576755044733
457,-0.1553356799218744
458,-0.3173190835755958
459,0.503536283211277
460,-0.2846731468149227
461,-0.3072771624379965
462,-0.0475448848161176
463,1.4864876249415904
464,2.1471725996983952
465,-0.2772838110273296
466,0.2832275970862684
467,0.2645094194794256
468,0.4237183435087973
469,0.3199500749578038
470,0.01536182128976
471,-0.0205532663131561
472,1.0089132283618785
473,0.2559919746962878
474,-0.0452372645559916
475,0.2334437244916517
476,0.0888522344738777
477,1.374913928529084
478,0.0170631524487435
479,0.1893257464161325
480,-0.0134055605941211
481,-0.0723533493438407
482,0.6305666664810888
483,-0.0114140871338276
484,0.5635598442712836
485,0.2607295476990731
486,-0.0014306774829418
487,0.895739635885464
488,0.1782775441824088
489,0.3056863533674078
490,0.3366378799248951
491,0.4194013042572652
492,0.4194013042572652
493,0.2814530891767236
494,-0.3430438977398734
495,-0.2718130046456207
496,-0.2580516141957486
497,-0.2740671855231921
498,-0.2341955450434324
499,-0.2046361322378214
500,-0.2411163281963962
501,-0.2470245096452271
502,-0.2411163281963962
503,-0.0176859334083855
504,-0.22486505793003
505,-0.3671641772603761
506,-0.28631514058233
507,-0.1711294896800535
508,-0.0904131489820355
509,-0.2816904465858824
510,-0.1195458390344282
511,-0.1022378714756922
512,-0.2077492819595062
513,-0.288473828490707
514,-0.2080486462351399
515,-0.2769188952211988
516,-0.1941345874934922
517,-0.1894301075504626
518,-0.2152603960335835
519,-0.0881905894262598
520,-0.2858974495016736
521,-0.2098522200363658
522,-0.3188146642974897
523,-0.2199363158966588
524,-0.3322854170733916
525,0.1382185666592778
526,-0.3305209280921116
527,-0.180977951282868
528,0.2266666251020143
529,0.0499030566474249
530,-0.2949949896161269
531,-0.3498364705324929
532,-0.2139782116033456
533,-0.2185746538094389
534,-0.3030391904199786
535,-0.3732550719729187
536,-0.3679416495584445
537,-0.3687812417489039
538,-0.3712001551617431
539,0.3614576397989441
540,-0.2123320030501344
541,-0.0644441345562808
542,-0.0452520165968889
543,0.0504803531188445
544,0.2402709731308351
545,-0.1193546096461358
546,-0.1666380610409686
547,-0.1115763074345449
548,-0.1897739712458968
549,-0.3056083141624112
550,-0.065189733883555
551,-0.2785855294920037
552,-0.0418030583101352
553,-0.1116639653760939
554,0.7726041485952083
555,0.0137485125646054
556,0.7726041485952083
557,0.3573542714333672
558,-0.292540553986866
559,-0.2158616336315316
560,0.1676498692508249
561,-0.2895224814861575
562,0.1197792070346696
563,-0.2155678197092055
564,-0.2415088061667046
565,0.0422264901421004
566,-0.2113750668946449
567,-0.2726740283038379
568,-0.2204871728523284
569,0.2180422833374979
570,-0.2985662364213494
571,-0.224692624237461
572,-0.3315018610979604
573,-0.2726860468124795
574,-0.2405967802647791
575,-0.1101013537214311
576,-0.3462351217045506
577,-0.2929070757550943
578,-0.0352706153322214
579,0.313878326767197
580,0.2415690366500786
581,-0.167588990014421
582,-0.0593665544075446
583,-0.2366681645313218
584,0.0616600874522265
585,0.0749111269718997
586,-0.1946985744822012
587,-0.1982059081297774
588,-0.335583163547737
589,-0.335583163547737
590,-0.3217762562859133
591,-0.3073447146167308
592,-0.3073654764508245
593,-0.3196589336808683
594,-0.2718201843022979
595,-0.3278159915122086
596,-0.3214445776617066
597,-0.2472228622633264
598,-0.3118339531943929
599,-0.2248424491413897
600,0.1569167284773431
601,-0.282944176337507
602,-0.3184162804551232
603,-0.329748050988739
604,-0.2337761084368975
605,-0.2686596611152635
606,-0.247293567109038
607,-0.2534574466195335
608,-0.3906058728076386
609,-0.2300268540680844
610,-0.2364270101303117
611,-0.248457565376695
612,-0.2417810463690256
613,-0.2589088907849072
614,-0.2589088907849072
615,-0.3124976479471951
616,-0.1202738038415117
617,0.3722057482267774
618,0.6331623377467696
619,0.3722057482267774
620,0.2887737894774619
621,-0.3348477756704523
622,-0.127478973276622
623,-0.0712092079635039
624,-0.193778882192957
625,0.0031642308471492
626,-0.209478588535232
627,-0.2679027606878589
628,-0.2679027606878589
629,-0.3350940313208338
630,-0.0989061299484018
631,-0.1316556834504735
632,0.0431719030524692
633,0.0948025511283122
634,0.1826720981156614
635,-0.1112168973419028
636,-0.1271729102923854
637,-0.3201283556305424
638,-0.3409764769117754
639,-0.2261618262551491
640,-0.3651091529191871
641,-0.2905039955186038
642,-0.2662379142439858
643,0.0734288183165591
644,-0.3535185666224533
645,-0.3000138285152315
646,-0.3665761963603399
647,-0.4055987267221025
648,-0.3549680812157857
649,-0.2905039955186038
650,-0.2546479161502174
651,-0.3275861545663173
652,-0.2914067667898888
653,-0.3143154994923788
654,-0.3634844371518665
655,-0.2914067667898888
656,-0.1793029506607962
657,-0.3549680812157857
658,-0.3473845596764403
659,-0.2241320955600639
660,-0.1435405634875604
661,-0.2033372359238382
662,-0.3120544166436884
663,-0.2944564101167924
664,-0.2944564101167924
665,-0.3546519478119007
666,-0.2584511293372015
667,-0.0243201109497857
668,-0.2882667672043607
669,-0.3148670092219544
670,0.3332483153016329
671,-0.3123476546030287
672,0.0971424167745754
673,-0.3238628191835159
674,0.147556471101696
675,-0.1671129739976021
676,-0.2932970810057594
677,-0.2932970810057594
678,-0.2932970810057594
679,-0.2662705884145834
680,-0.0240566592625254
681,-0.1278311931351635
682,-0.2221871666484657
683,0.162088686020441
684,-0.0566447804982016
685,-0.2206437524897336
686,-0.0566447804982016
687,-0.1247457102241168
688,0.11249592737059
689,0.1837562591994429
690,-0.2102484910015772
691,-0.2079032385869067
692,-0.0540684015091682
693,-0.0367665890013012
694,0.11249592737059
695,-0.208611878597905
696,-0.208611878597905
697,-0.2915677046972559
698,-0.2198773245659976
699,0.0702854545737937
700,-0.2316699301505576
701,-0.3325971350919571
702,0.0319293326396365
703,-0.2839828500405855
704,-0.2269348248233581
705,-0.3005530965898214
706,-0.2990989816049404
707,-0.2627889525634527
708,-0.2834004257252599
709,-0.203283926314354
710,-0.3334135077116952
711,-0.3089570418183865
712,-0.2858000014644785
713,-0.2762068721409304
714,-0.2305992390707541
715,-0.2517141620361071
716,-0.2819108770223392
717,-0.2837276766464055
718,-0.3334301271775911
719,0.42944607300379
720,-0.1878429247013554
721,-0.3366821398290921
722,-0.2457127205876458
723,-0.3198130232600232
724,-0.2409959616071245
725,0.2704288051867552
726,-0.0568141548179409
727,0.2532152899033536
728,-0.1882589694384631
729,-0.3352976148958914
730,-0.3377332567057164
731,-0.3102369027888852
732,-0.3042748289541049
733,-0.2982348362844204
734,-0.3460424990886094
735,-0.3491722477161528
736,-0.2027847276209212
737,-0.340554976023297
738,-0.3377979412931308
739,-0.2897066599349199
740,-0.340554976023297
741,-0.091908763166968
742,-0.0905096934626198
743,-0.2067298549669357
744,-0.1425822607858134
745,0.1535080197094504
746,0.0963940512514528
747,0.0542314070784487
748,-0.2205540676228264
749,-0.3251779736552561
750,-0.3410291175192396
751,-0.2740490415859239
752,-0.065325837424636
753,-0.163642404297745
754,-0.1027094650640646
755,-0.2775377070680332
756,-0.0293786852103875
757,-0.0860290988112791
758,-0.3464193688056111
759,-0.2797290672975504
760,-0.3435093869453266
761,4.18868021196832
762,-0.2672716075436182
763,-0.2365721224656153
764,-0.3091467456730169
765,-0.1321494498502869
766,-0.236509731232756
767,-0.2984932210752885
768,0.5714789535876735
769,-0.1139079612099448
770,0.2476603521621729
771,0.0216691480422087
772,-0.2728630500538128
773,-0.3083297638428047
774,-0.3156140647921274
775,0.3235703058325344
776,-0.2980746265553461
777,-0.3266190795062283
778,-0.3352244015355535
779,-0.3355248574849537
780,-0.3333017076116374
781,-0.3015566107756894
782,-0.2990108005711517
783,-0.3324509674317523
784,-0.270512844947545
785,-0.2691489304293936
786,-0.3338882450812815
787,-0.3363765764957788
788,-0.2593265115525281
789,-0.3373010725814237
790,2.0135655001585366
791,-0.3387649847341817
792,0.4541128950480998
793,-0.1917649312441352
794,0.1079488474755708
795,0.4088411829328907
796,-0.009644337508318
797,-0.009644337508318
798,0.881299614426469
799,-0.1509678675070898
800,0.1719046595475521
801,-0.271549819478052
802,-0.2881677361261535
803,-0.1843370936872742
804,-0.2713785045212643
805,-0.2279522431659569
806,-0.3031460111547784
807,-0.0668529369437164
808,4.504309883894992
809,-0.1385749329097888
810,-0.1923664784322608
811,-0.2725531284728203
812,-0.3031184783945645
813,-0.3316019647359934
814,-0.3032662322680989
815,-0.3050187108770769
816,0.0208177364287695
817,-0.130714128554784
818,-0.2626430312689917
819,-0.1482022935984713
820,-0.2610593982268182
821,-0.2583273496607871
822,-0.2990183046082092
823,-0.2335363196162615
824,-0.2470391216253046
825,-0.0018878537353811
826,-0.1418428053389942
827,-0.0781193855769669
828,-0.0754311848582728
829,-0.0659009531233022
830,-0.1076866489862294
831,-0.2008039510443194
832,-0.0489664551720051
833,-0.1717570732258463
834,-0.2296087383261618
835,-0.1765873017689881
836,-0.2225739312385411
837,-0.2039124331919009
838,-0.302034665609055
839,-0.1225375043637467
840,-0.1483443450475459
841,-0.1939185540964826
842,-0.335751118282671
843,-0.3131188437788222
844,-0.3081881921885651
845,-0.311854881646097
846,-0.3339510347928734
847,-0.32725154095405
848,-0.3028225818421487
849,-0.2588763758108979
850,-0.3220422587133652
851,-0.2321707800025177
852,-0.2803239289210905
853,-0.2968157301371247
854,-0.2163350748147348
855,-0.2779430912783863
856,-0.1850734895657223
857,-0.1615288595445162
858,-0.2366236025996767
859,-0.2739727681478979
860,-0.2755295515968027
861,-0.2928454070066363
862,-0.226818936530064
863,-0.226818936530064
864,-0.2779430912783863
865,-0.1502772371009922
866,-0.226818936530064
867,-0.2738445365544902
868,-0.2309131213283689
869,-0.3116113586544015
870,-0.2949496434490283
871,-0.1670810234305389
872,0.046652207224186
873,-0.1714059109386579
874,-0.282196020609801
875,-0.3658914046632998
876,-0.3608353217519761
877,-0.324323675126463
878,-0.3262245001775153
879,-0.3437387687978043
880,-0.3262245001775153
881,-0.3342795379763555
882,-0.3307898381213744
883,-0.3610763037673604
884,-0.2882026331158994
885,-0.3514745892940408
886,-0.3548951777816836
887,-0.3556810500054707
888,-0.3065098301909456
889,-0.2391802936041057
890,-0.2715129842077585
891,-0.2472470894859651
892,-0.2322777370787588
893,-0.3304083031976842
894,-0.2482626833194371
895,-0.2526727172586033
896,-0.3059984539082433
897,-0.2890026548580789
898,-0.120335408865314
899,-0.1185243198948154
900,-0.2303720076366443
901,-0.3682894667695945
902,-0.3304192011742924
903,-0.319900836853405
904,1.5076949228099767
905,-0.340424947530293
906,1.3204099525209203
907,-0.3302135738891519
908,-0.2896772288991923
909,-0.3028479834070748
910,-0.3101380199010163
911,-0.3062646452313783
912,-0.247083270662726
913,-0.244783182128769
914,-0.2784328008661686
915,-0.2980389071550161
916,-0.2969516753661009
917,-0.1008647245804167
918,-0.1072875609193869
919,-0.2668065018411579
920,-0.3004343518610693
921,-0.3455324714510351
922,0.091458531825454
923,0.091458531825454
924,2.6112946653287583
925,-0.2797440427662804
926,0.3404861539142149
927,-0.329501213069845
928,-0.317826884275375
929,-0.2803885554118023
930,-0.2097125232345132
931,-0.3102202947598852
932,-0.2328404294335922
933,-0.3840432896873534
934,-0.3393175443457875
935,-0.3467099498853639
936,-0.3752767037263692
937,-0.3793710464857139
938,-0.2971051859190919
939,-0.2964076466765545
940,0.6753057244299344
941,0.7455854263556904
942,0.7306325333360365
943,-0.2662634253780124
944,-0.2957096885280333
945,-0.2924850458644795
946,-0.2753720527822151
947,1.0754927999281865
948,1.6315196676281705
949,-0.2654713286179612
950,-0.3095793271810106
951,1.809111051890712
952,0.8312721991641484
953,10.188633214539424
954,2.734971603797847
955,1.0970927575653224
956,1.6165138433179056
957,-0.3553688514808454
958,-0.239327942947595
959,-0.2575876984252244
960,-0.3499747096198843
961,-0.2715630960752532
962,-0.2255678056741016
963,-0.2188220092017144
964,0.8440419602451658
965,-0.2827405981157352
966,-0.1482777806073426
967,-0.2752530917174153
968,-0.2834186539626825
969,-0.2478474939331062
970,-0.2936784151193859
971,-0.2721025538254179
972,1.3986841312170402
973,-0.2468403070675703
974,-0.2425823538402181
975,-0.2490821443940075
976,-0.2468403070675703
977,-0.3235826752739666
978,-0.3235826752739666
979,0.2440443189265425
980,-0.0167382245495827
981,0.2440443189265425
982,-0.2951309799069276
983,-0.3073548690195747
984,-0.3202806086961499
985,-0.3385357624198076
986,-0.2755049282846739
987,-0.2799209054706734
988,-0.2657109114266786
989,-0.2738577273344998
990,-0.2298647080120571
991,-0.3159819879425339
992,-0.075748196273791
993,0.2440382635899442
994,0.0114516556635936
995,-0.316951695785603
996,-0.1359177817963353
997,0.4439966462581725
998,0.0932038794666442
999,0.2986636009185605
1000,0.0970503216771322
1001,0.4439966462581725
1002,0.1505474435138313
1003,-0.2999814288328634
1004,-0.3388388581084581
1005,-0.2499909480307832
1006,-0.2446881330784816
1007,-0.3057899176697828
1008,-0.1468886815146942
1009,-0.1468886815146942
1010,-0.2123935395453298
1011,4.906393494123138
1012,0.855661006008093
1013,0.1664022684575758
1014,-0.3565332645017333
1015,0.2988420268624469
1016,0.2009676487172401
1017,0.2901084092549427
1018,-0.1246245692842348
1019,0.6807543803537629
1020,1.457227532153782
1021,0.1807276308294677
1022,0.6799349337474342
1023,-0.127894126943458
1024,-0.1345162620715126
1025,-0.078861686301563
1026,-0.3367786293971148
1027,-0.2813431022792355
1028,-0.2944184107896871
1029,-0.3337669146372645
1030,-0.3543221393543644
1031,-0.0877712981151416
1032,-0.3167109768788504
1033,-0.2386722728693638
1034,-0.3208898151411558
1035,1.948229228354565
1036,0.1927258865584082
1037,-0.2806496220551634
1038,-0.1500420543275976
1039,-0.2744398412711161
1040,-0.3307105360150598
1041,-0.3045989974148978
1042,-0.311760218342526
1043,-0.3032540181826261
1044,-0.1790400375617463
1045,-0.319733725208236
1046,-0.1225833175127189
1047,-0.3129296469238324
1048,0.5485650507061183
1049,0.580255600510016
1050,-0.306103467854511
1051,-0.2964626565595535
1052,-0.306103467854511
1053,-0.2538144138257775
1054,-0.2814585657420975
1055,-0.2946680763076
1056,-0.1824543053777159
1057,-0.253029392473847
1058,-0.2560697007812377
1059,-0.2025258432391564
1060,-0.2587351996467913
1061,-0.2587351996467913
1062,-0.3380930167973855
1063,-0.2722125915139185
1064,-0.2296569800588185
1065,-0.0116673320413537
1066,-0.2870818554070792
1067,-0.3012357938374334
1068,-0.2328151359330076
1069,0.449167895524086
1070,-0.2882684210031511
1071,-0.2754934970349422
1072,-0.027089266808245
1073,-0.3081456807109061
1074,-0.3669428807775984
1075,-0.1866973255133342
1076,-0.2716388386057514
1077,0.5121340665122335
1078,0.1586295094124653
1079,-0.1663294671094189
1080,-0.0475644890871916
1081,-0.0368567057163017
1082,-0.1241079258803364
1083,-0.2168168376852844
1084,0.1573853617550486
1085,-0.0935349600809712
1086,0.1586295094124653
1087,-0.1842250862869986
1088,-0.2519203078196296
1089,2.503491768723423
1090,-0.3275351959624385
1091,-0.2024068470442142
1092,-0.3072128359291054
1093,-0.2868027443315367
1094,-0.2885118359777988
1095,0.4786229138184427
1096,-0.3195694976389786
1097,0.1079071350344821
1098,-0.3391096972978557
1099,-0.2622322517750871
1100,-0.2719738510737369
1101,-0.3487218590967967
1102,-0.3487218590967967
1103,-0.2614122936034545
1104,-0.2630475512383708
1105,-0.2244669464185716
1106,-0.2117476279023248
1107,-0.2580875486388249
1108,-0.3618439143870927
1109,-0.2984758751177577
1110,7.372117350700963
1111,0.4931382956268936
1112,8.496534295737463
1113,0.7843203775031798
1114,-0.2975757994014129
1115,-0.3808086089271382
1116,-0.3097932250080629
1117,-0.3911969932238134
1118,-0.1029048224341676
1119,-0.3669428807775984
1120,-0.2812577544360392
1121,-0.2856604521299158
1122,-0.2883743079388222
1123,-0.2664968634495307
1124,-0.2860093746172351
1125,-0.2459965048625162
1126,-0.2987305807442607
1127,-0.2883029319551423
1128,-0.2855458972249761
1129,-0.186819387460302
1130,-0.0930774770027636
1131,0.0602221370512853
1132,-0.2292385171591303
1133,-0.2929067411447176
1134,-0.1794823473906871
1135,-0.2689137499843054
1136,-0.2978869257482001
1137,-0.0515381868595722
1138,-0.2716534429697202
1139,-0.1890917378246666
1140,-0.0453700066505843
1141,0.1122529819753327
1142,-0.0222242844889405
1143,-0.1733383241231348
1144,-0.2795937913675442
1145,-0.2704705334332101
1146,-0.1820495461348326
1147,-0.2333945757551117
1148,-0.2254766705869696
1149,-0.345661595135054
1150,-0.2842044894410646
1151,-0.2010593112650821
1152,1.634031938421602
1153,0.0005454938776966625
1154,0.2254873224077601
1155,0.4104294583488882
1156,-0.2584705287568721
1157,-0.2686901939983653
1158,-0.3383310049226492
1159,-0.3381853828055609
1160,-0.3356539529837318
1161,-0.0909003016618879
1162,-0.3308582800860603
1163,-0.326740658071314
1164,-0.3166184127317973
1165,-0.0030734572156615
1166,0.2177618897639223
1167,0.2185880621490542
1168,1.9888360544290735
1169,-0.3304377319533086
1170,-0.2699108036673278
1171,-0.1668298274367697
1172,0.1483714942427542
1173,1.267567307091129
1174,-0.21254556779658
1175,0.6846129093313794
1176,-0.3377829018341726
1177,-0.2161807392463669
1178,-0.3388402145415893
1179,-0.2855770029987906
1180,-0.0502436276043153
