,price,area_total,rooms,floor,distance,distance_metro,ceiling,district,stories,seller_0.0,seller_1.0,seller_2.0,seller_3.0,seller_nan,layout_1.0,layout_2.0,layout_nan,condition_0.0,condition_1.0,condition_2.0,condition_3.0,condition_nan,new_0.0,new_1.0,new_nan,material_0.0,material_1.0,material_2.0,material_3.0,material_4.0,material_5.0,material_6.0,material_nan,garbage_chute_0.0,garbage_chute_1.0,garbage_chute_nan,heating_0.0,heating_1.0,heating_2.0,heating_3.0,heating_nan
23,-0.08749676672370778,-0.0758632214806935,2,29,-0.8461184220921399,-0.25531859492959297,-0.0433569684929615,2,47,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
24,-0.07704921801538703,-0.0758632214806935,2,29,-0.8461184220921399,-0.25531859492959297,0.0,2,47,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
25,0.0302034174699232,0.9382599713727362,3,46,-0.8461184220921399,-0.25531859492959297,0.0,2,47,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
26,-0.27175353485227377,-0.6877459546477209,1,19,-0.8461184220921399,-0.25531859492959297,0.0,2,47,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
27,-0.1843740365645002,-0.331524530603407,2,43,-0.8461184220921399,-0.25531859492959297,-0.0341000471884277,2,47,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
28,-0.15303139043953795,-0.1286998920327209,3,42,-0.8461184220921399,-0.25531859492959297,0.0,2,47,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
29,-0.07704921801538703,-0.0758632214806935,2,29,-0.8461184220921399,-0.25531859492959297,0.0,2,47,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
30,0.09751982312909971,0.367283047665343,2,11,-0.3976957552686992,-0.24947561312548452,-0.014660512448907,6,22,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
31,-0.15578200206792153,-0.0320599171843354,3,3,-0.31754278086187726,-0.2329279531740406,0.0,4,19,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
32,-0.16058211882418794,0.2237718328111264,2,2,-0.31754278086187726,-0.2329279531740406,0.0,4,19,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
33,-0.29420254367716153,-0.568778225469285,1,11,-0.31754278086187726,-0.2329279531740406,0.0,4,19,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34,-0.2135891818615862,-0.169946583237852,2,16,-0.31754278086187726,-0.2329279531740406,0.0,4,19,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35,-0.18549298802670444,-0.0155271525277331,2,17,-0.31754278086187726,-0.2329279531740406,0.0,4,19,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36,-0.16238147164490735,0.0679888751190197,2,4,-0.31754278086187726,-0.2329279531740406,0.0,4,19,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
37,-0.30104952518081907,-0.5960487651090411,1,4,-0.31754278086187726,-0.2329279531740406,0.0,4,19,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38,-0.2196145681348214,-0.2036938760420502,2,18,-0.31754278086187726,-0.2329279531740406,0.0,4,19,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39,-0.27270331200757564,-0.4167449669776448,2,4,-0.10429386069586137,-0.15326770268300438,0.0,5,9,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
40,-0.32209172408327374,-0.7116076768325075,1,2,-0.10429386069586137,-0.15326770268300438,0.0,5,9,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
41,-0.3239912783938775,-0.6434313277331173,1,2,-0.10429386069586137,-0.15326770268300438,0.0,5,9,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
42,-0.32209172408327374,-0.6434313277331173,1,2,-0.10429386069586137,-0.15326770268300438,0.0,5,9,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
43,-0.20052024820463227,-0.1951718324046265,4,7,-0.7125450301040696,-0.2992527858633557,-0.0581680425802154,2,9,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
44,-0.21951579131066998,-0.2445996855016844,3,9,-0.7125450301040696,-0.2992527858633557,-0.0581680425802154,2,9,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
45,-0.3122140416681341,-0.6485445539155716,2,9,0.4091688400784505,-0.1769471552575491,0.0,8,9,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
46,-0.31183413080601335,-0.6485445539155716,2,9,0.4091688400784505,-0.1769471552575491,0.0,8,9,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
47,-0.30689528959844353,-0.5871858397261204,2,8,0.4091688400784505,-0.1769471552575491,0.0,8,9,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
48,-0.3296899413256888,-0.7235385379249009,1,1,0.4091688400784505,-0.1769471552575491,-0.0155862045793603,8,9,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
49,-0.3315894956362926,-0.7303561728348399,1,1,0.4091688400784505,-0.1769471552575491,-0.0581680425802154,8,9,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
50,-0.31639306115146243,-0.638318101550663,2,2,-0.08664124520961457,-0.2773597760509283,-0.0581680425802154,5,9,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
51,-0.314683462271919,-0.638318101550663,2,2,-0.08664124520961457,-0.2773597760509283,-0.0581680425802154,5,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
52,-0.2869499693371039,-0.5871858397261204,1,9,0.41286588073931113,-0.30633705184020293,-0.0387285078406946,11,15,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
53,-0.18817314518570774,-0.0758632214806935,2,1,0.41286588073931113,-0.30633705184020293,0.0,11,15,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
54,-0.18817314518570774,-0.058819134205846,2,1,0.41286588073931113,-0.30633705184020293,0.0,11,15,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
55,-0.20052024820463227,0.198546583644352,2,10,0.41286588073931113,-0.30633705184020293,-0.0433569684929615,11,15,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
56,-0.18912292234100964,-0.0758632214806935,2,1,0.41286588073931113,-0.30633705184020293,0.0,11,15,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
57,-0.3334890499468964,-0.7405826251997484,1,2,-0.1967997672137596,-0.15434404143639274,-0.0581680425802154,3,5,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
58,-0.2992970723560284,-0.5530976651764252,1,7,0.22246438117271844,0.10748584414436098,-0.0581680425802154,2,14,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
59,-0.06755144646236816,0.4542078927670654,4,2,-0.8141595040691246,-0.3014641727566809,0.0,3,5,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
60,-0.2328126714848964,-0.1610836578549314,3,1,-0.9255003783796572,-0.10779308927361306,0.0,4,12,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
61,-0.3296899413256888,-0.5530976651764252,1,5,1.5118596375559759,-0.3317470334753903,0.0,6,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
62,-0.32779038701508506,-0.7064944506500533,1,6,-0.5071195772909493,-0.24467262616880595,0.0,2,9,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
63,-0.32019216977266995,-0.7064944506500533,1,8,-0.5071195772909493,-0.24467262616880595,0.0,2,9,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
64,-0.27650242062878316,-0.3519774353332241,2,11,1.2929562913172823,-0.29055540959896264,-0.0581680425802154,6,17,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
65,-0.21951579131066998,-0.0485926818409375,1,4,-0.9864207464457597,-0.12743557260168284,0.0,3,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
66,-0.21951579131066998,-0.0485926818409375,3,4,-0.9864207464457597,-0.12743557260168284,0.2065799067294486,3,4,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
67,-0.11124119560625494,0.3553521865729496,3,4,-0.9864207464457597,-0.12743557260168284,0.0,3,4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
68,-0.29074907795831145,-0.3758391575180106,2,2,-0.9864207464457597,-0.12743557260168284,0.002927638029707,3,4,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
69,-0.2878997464924058,-0.3758391575180106,2,2,-0.9864207464457597,-0.12743557260168284,0.002927638029707,3,4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
70,-0.32798034244614543,-0.7235385379249009,1,3,-0.9864207464457597,-0.12743557260168284,0.0,3,4,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
71,-0.32019216977266995,-0.5019654033518826,1,4,-0.9864207464457597,-0.12743557260168284,0.1788091428158475,3,4,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
72,-0.31639306115146243,-0.5309403517191235,1,2,-0.9864207464457597,-0.12743557260168284,0.002927638029707,3,4,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
73,-0.27650242062878316,-0.2855054949613185,1,2,-0.9864207464457597,-0.12743557260168284,0.002927638029707,3,4,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
74,-0.32684060985978314,-0.7337649902898095,1,3,-0.9864207464457597,-0.12743557260168284,0.002927638029707,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
75,-0.2328126904804395,-0.27527904259641,2,16,0.1797055175102009,-0.3370336739498252,0.0,8,22,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
76,-0.2804914846810511,-0.6144563793658765,1,4,-0.5644097660557784,-0.3426949362241408,0.0,2,16,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
77,-0.3372881585681039,-0.617865196820846,1,1,0.6371304377229849,-0.21118031898544753,0.0,5,17,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
78,2.4018691573225364,6.571330815709855,6,5,-1.3507021175591982,-0.2871782220298895,0.0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
79,0.013763059844794137,0.9143982491879497,4,4,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
80,0.002800902878187717,-0.0213221422011813,1,16,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
81,-0.06182392930057877,0.0911688338128124,3,14,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
82,-0.10129436941420934,0.0212880759859375,3,7,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
83,-0.12983023408982347,-0.212215919679474,2,11,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
84,-0.08366679034495292,0.0093572148935442,3,12,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
85,-0.029169488959799764,0.5428371465962728,3,5,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
86,-0.024947406580250076,0.2530876629238642,2,15,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
87,0.015427031429796829,0.2224083058291387,2,15,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
88,0.03482018924413014,0.4252329443998248,3,13,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
89,0.002800902878187717,-0.0213221422011813,1,16,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
90,0.015427031429796829,0.2224083058291387,2,15,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
91,-0.08366679034495292,0.0093572148935442,3,12,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
92,-0.06062757100021741,0.171276044004596,2,8,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
93,-0.10129436941420934,0.0212880759859375,3,7,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
94,-0.12983023408982347,-0.212215919679474,2,11,-0.9813865929106546,-0.2639964013984698,-0.024843125883894,5,16,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
95,-0.024947406580250076,0.2530876629238642,2,15,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
96,0.013763059844794137,0.9143982491879497,4,4,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
97,0.015427031429796829,0.2224083058291387,2,15,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
98,-0.08366679034495292,0.0093572148935442,3,12,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
99,-0.03849831415243353,0.5428371465962728,3,4,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
100,-0.07464056415399833,0.2530876629238642,2,7,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
101,-0.12983023408982347,-0.212215919679474,2,11,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
102,-0.09952567540006306,0.0212880759859375,3,9,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
103,-0.09971245857542473,0.0911688338128124,3,6,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
104,-0.08956802174844702,0.2530876629238642,2,6,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
105,-0.08814740206617577,0.171276044004596,2,4,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
106,0.002800902878187717,-0.0213221422011813,1,16,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
107,0.013763059844794137,0.9143982491879497,4,4,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
108,-0.012242123600518105,0.4252329443998248,3,4,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
109,-0.051446265195345134,0.171276044004596,2,10,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
110,-0.08875981837591444,0.0877600163578428,3,9,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
111,-0.10129436941420934,0.0212880759859375,3,7,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
112,-0.029169488959799764,0.5428371465962728,3,5,-0.9813865929106546,-0.2639964013984698,0.0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
